Assembly Accession	Assembly Name	Organism Name	Organism Infraspecific Names Breed	Organism Infraspecific Names Strain	Organism Infraspecific Names Cultivar	Organism Infraspecific Names Ecotype	Organism Infraspecific Names Isolate	Organism Infraspecific Names Sex	Annotation Name	Assembly Level	Assembly Release Date	WGS project accession	Assembly Stats Number of Scaffolds	CheckM completeness	CheckM contamination
GCA_003481655.1	ASM348165v1	Ruminococcus sp. OM05-10BH		OM05-10BH					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QULK01	67	97.52	5.45
GCF_003481655.1	ASM348165v1	Ruminococcus sp. OM05-10BH		OM05-10BH					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QULK01	67	97.52	5.45
GCA_003435625.1	ASM343562v1	Coprobacillus sp. AM23-9LB		AM23-9LB					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-08-31	QTUK01	70	77.75	5.58
GCF_003435625.1	ASM343562v1	Coprobacillus sp. AM23-9LB		AM23-9LB					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-08-31	QTUK01	70	77.75	5.58
GCA_003473325.1	ASM347332v1	Ruminococcus sp. AM07-21		AM07-21					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QRMT01	99	99.19	3.75
GCF_003473325.1	ASM347332v1	Ruminococcus sp. AM07-21		AM07-21					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QRMT01	99	99.19	3.75
GCA_003602805.1	ASM360280v1	Bacteroides sp. AF32-15BH		AF32-15BH					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-10-01	QTLX01	107	100	
GCF_003602805.1	ASM360280v1	Bacteroides sp. AF32-15BH		AF32-15BH					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-10-01	QTLX01	107	100	
GCA_003480065.1	ASM348006v1	Firmicutes bacterium AM43-11BH		AM43-11BH					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QUII01	55		
GCF_003480065.1	ASM348006v1	Firmicutes bacterium AM43-11BH		AM43-11BH					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QUII01	55		
GCA_003473685.1	ASM347368v1	Blautia sp. AM22-22LB		AM22-22LB					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QUCK01	83		
GCF_003473685.1	ASM347368v1	Blautia sp. AM22-22LB		AM22-22LB					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QUCK01	83		
GCA_003603775.1	ASM360377v1	Bacteroides sp. AM26-11		AM26-11					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-10-01	QTNP01	71	100	0.35
GCF_003603775.1	ASM360377v1	Bacteroides sp. AM26-11		AM26-11					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-10-01	QTNP01	71	100	0.35
GCA_003462205.1	ASM346220v1	Ruminococcus sp. AM28-13		AM28-13					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-08-31	QTYO01	63	97.38	0.59
GCF_003462205.1	ASM346220v1	Ruminococcus sp. AM28-13		AM28-13					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-08-31	QTYO01	63	97.38	0.59
GCA_003478605.1	ASM347860v1	Ruminococcus sp. AF24-32LB		AF24-32LB					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QUFS01	81	98.88	3.79
GCF_003478605.1	ASM347860v1	Ruminococcus sp. AF24-32LB		AF24-32LB					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QUFS01	81	98.88	3.79
GCA_003478065.1	ASM347806v1	Ruminococcus sp. OF02-6		OF02-6					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QUEQ01	61	99.48	3.31
GCF_003478065.1	ASM347806v1	Ruminococcus sp. OF02-6		OF02-6					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QUEQ01	61	99.48	3.31
GCA_003461065.1	ASM346106v1	Ruminococcus sp. AF24-16		AF24-16					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-08-31	QTWJ01	48		
GCF_003461065.1	ASM346106v1	Ruminococcus sp. AF24-16		AF24-16					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-08-31	QTWJ01	48		
GCA_003460545.1	ASM346054v1	Ruminococcus sp. AF34-12		AF34-12					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-08-31	QTVK01	70	97.8	0.52
GCF_003460545.1	ASM346054v1	Ruminococcus sp. AF34-12		AF34-12					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-08-31	QTVK01	70	97.8	0.52
GCA_003465375.1	ASM346537v1	Ruminococcus sp. AF13-28		AF13-28					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QRZZ01	90	98.88	3.89
GCF_003465375.1	ASM346537v1	Ruminococcus sp. AF13-28		AF13-28					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QRZZ01	90	98.88	3.89
GCA_003436215.1	ASM343621v1	Ruminococcus sp. TM10-9AT		TM10-9AT					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-08-31	QSNZ01	75	98.88	3.48
GCF_003436215.1	ASM343621v1	Ruminococcus sp. TM10-9AT		TM10-9AT					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-08-31	QSNZ01	75	98.88	3.48
GCA_003480165.1	ASM348016v1	Firmicutes bacterium AM41-11		AM41-11					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QUIQ01	33		
GCF_003480165.1	ASM348016v1	Firmicutes bacterium AM41-11		AM41-11					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QUIQ01	33		
GCA_003482275.1	ASM348227v1	Clostridiaceae bacterium OF09-1		OF09-1					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2018-09-06	QUMI01			
GCF_003482275.1	ASM348227v1	Clostridiaceae bacterium OF09-1		OF09-1					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2018-09-06	QUMI01			
GCA_003603835.1	ASM360383v1	Eubacterium sp. TF05-29		TF05-29					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-10-01	QVHK01	51	98.59	0.64
GCF_003603835.1	ASM360383v1	Eubacterium sp. TF05-29		TF05-29					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-10-01	QVHK01	51	98.59	0.64
GCA_003479465.1	ASM347946v1	Butyricicoccus sp. AF15-40		AF15-40					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QUHE01	51	99.12	0.88
GCF_003479465.1	ASM347946v1	Butyricicoccus sp. AF15-40		AF15-40					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QUHE01	51	99.12	0.88
GCA_003435735.1	ASM343573v1	Ruminococcus sp. AM22-14LB		AM22-14LB					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-08-31	QTUP01	50	98.71	0.9
GCF_003435735.1	ASM343573v1	Ruminococcus sp. AM22-14LB		AM22-14LB					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-08-31	QTUP01	50	98.71	0.9
GCA_003603645.1	ASM360364v1	Coprococcus sp. AM25-4LB		AM25-4LB					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-10-01	QVHD01	41	95.83	2.63
GCF_003603645.1	ASM360364v1	Coprococcus sp. AM25-4LB		AM25-4LB					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-10-01	QVHD01	41	95.83	2.63
GCA_003435775.1	ASM343577v1	Blautia sp. AM16-16B		AM16-16B					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-08-31	QTUS01	74		
GCF_003435775.1	ASM343577v1	Blautia sp. AM16-16B		AM16-16B					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-08-31	QTUS01	74		
GCA_003480615.1	ASM348061v1	Butyricicoccus sp. AM28-25		AM28-25					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QUJL01	54	99.12	0.88
GCF_003480615.1	ASM348061v1	Butyricicoccus sp. AM28-25		AM28-25					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QUJL01	54	99.12	0.88
GCA_003480205.1	ASM348020v1	Ruminococcus sp. AM36-17		AM36-17					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QUIS01	86	99.12	4.02
GCF_003480205.1	ASM348020v1	Ruminococcus sp. AM36-17		AM36-17					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QUIS01	86	99.12	4.02
GCA_003460985.1	ASM346098v1	Ruminococcus sp. AF25-19		AF25-19					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-08-31	QTWF01	74	97.38	0.17
GCF_003460985.1	ASM346098v1	Ruminococcus sp. AF25-19		AF25-19					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-08-31	QTWF01	74	97.38	0.17
GCA_003461705.1	ASM346170v1	Firmicutes bacterium AF12-30		AF12-30					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-08-31	QTXP01	61		
GCF_003461705.1	ASM346170v1	Firmicutes bacterium AF12-30		AF12-30					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-08-31	QTXP01	61		
GCA_003479775.1	ASM347977v1	Coprobacillus sp. AF09-1A		AF09-1A					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QUHU01	60		
GCF_003479775.1	ASM347977v1	Coprobacillus sp. AF09-1A		AF09-1A					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QUHU01	60		
GCA_003603195.1	ASM360319v1	Erysipelotrichaceae bacterium AF19-24AC		AF19-24AC					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-10-01	QVGT01	94		
GCF_003603195.1	ASM360319v1	Erysipelotrichaceae bacterium AF19-24AC		AF19-24AC					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-10-01	QVGT01	94		
GCA_003468945.1	ASM346894v1	Ruminococcus sp. AM30-15AC		AM30-15AC					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QSJR01	95	98.88	4.3
GCF_003468945.1	ASM346894v1	Ruminococcus sp. AM30-15AC		AM30-15AC					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QSJR01	95	98.88	4.3
GCA_003461565.1	ASM346156v1	Firmicutes bacterium AF16-15		AF16-15					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-08-31	QTXI01	85		
GCF_003461565.1	ASM346156v1	Firmicutes bacterium AF16-15		AF16-15					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-08-31	QTXI01	85		
GCA_003435925.1	ASM343592v1	Clostridium sp. AF46-9NS		AF46-9NS					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-08-31	QTUY01	75	81.17	1.45
GCF_003435925.1	ASM343592v1	Clostridium sp. AF46-9NS		AF46-9NS					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-08-31	QTUY01	75	81.17	1.45
GCA_003435855.1	ASM343585v1	Clostridium sp. AF46-12NS		AF46-12NS					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-08-31	QTUZ01	83	78.28	1.45
GCF_003435855.1	ASM343585v1	Clostridium sp. AF46-12NS		AF46-12NS					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-08-31	QTUZ01	83	78.28	1.45
GCA_003462005.1	ASM346200v1	Ruminococcus sp. AM33-14		AM33-14					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-08-31	QTYE01	69	99.17	1.52
GCF_003462005.1	ASM346200v1	Ruminococcus sp. AM33-14		AM33-14					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-08-31	QTYE01	69	99.17	1.52
GCA_003481515.1	ASM348151v1	Ruminococcus sp. OM08-7		OM08-7					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QUKU01	95	98.88	5.98
GCF_003481515.1	ASM348151v1	Ruminococcus sp. OM08-7		OM08-7					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QUKU01	95	98.88	5.98
GCA_003477655.1	ASM347765v1	Firmicutes bacterium AF36-19BH		AF36-19BH					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QUDT01	93		
GCF_003477655.1	ASM347765v1	Firmicutes bacterium AF36-19BH		AF36-19BH					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QUDT01	93		
GCA_003435455.1	ASM343545v1	Clostridiaceae bacterium TF01-6		TF01-6					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-08-31	QWGM01	120		
GCF_003435455.1	ASM343545v1	Clostridiaceae bacterium TF01-6		TF01-6					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-08-31	QWGM01	120		
GCA_003480765.1	ASM348076v1	Ruminococcus sp. AM27-16		AM27-16					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QUJV01	76	99.33	3.79
GCF_003480765.1	ASM348076v1	Ruminococcus sp. AM27-16		AM27-16					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QUJV01	76	99.33	3.79
GCA_003471165.1	ASM347116v1	Ruminococcus sp. AM22-13		AM22-13					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QRIL01	76	98.88	4.2
GCF_003471165.1	ASM347116v1	Ruminococcus sp. AM22-13		AM22-13					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QRIL01	76	98.88	4.2
GCA_003603765.1	ASM360376v1	Eubacterium sp. TF12-12		TF12-12					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-10-01	QVHH01	59	98.59	0.64
GCF_003603765.1	ASM360376v1	Eubacterium sp. TF12-12		TF12-12					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-10-01	QVHH01	59	98.59	0.64
GCA_003481805.1	ASM348180v1	Lachnospiraceae bacterium OM02-26		OM02-26					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QULV01	53		
GCF_003481805.1	ASM348180v1	Lachnospiraceae bacterium OM02-26		OM02-26					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QULV01	53		
GCA_003478645.1	ASM347864v1	Butyricicoccus sp. AF24-19AC		AF24-19AC					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QUFU01	92	99.12	0.88
GCF_003478645.1	ASM347864v1	Butyricicoccus sp. AF24-19AC		AF24-19AC					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QUFU01	92	99.12	0.88
GCA_003477415.1	ASM347741v1	Lachnospiraceae bacterium AM10-38		AM10-38					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QUDB01	56		
GCF_003477415.1	ASM347741v1	Lachnospiraceae bacterium AM10-38		AM10-38					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QUDB01	56		
GCA_003477505.1	ASM347750v1	Clostridiaceae bacterium AF42-6		AF42-6					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2018-09-06	QUDN01			
GCF_003477505.1	ASM347750v1	Clostridiaceae bacterium AF42-6		AF42-6					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2018-09-06	QUDN01			
GCA_003435955.1	ASM343595v1	Ruminococcus sp. AF43-11		AF43-11					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-08-31	QTVA01	100	89.36	1.91
GCF_003435955.1	ASM343595v1	Ruminococcus sp. AF43-11		AF43-11					GCF_003435955.1-RS_2024_05_28	Scaffold	2018-08-31	QTVA01	100	89.36	1.91
GCA_003462305.1	ASM346230v1	Coprobacillus sp. TM10-10		TM10-10					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-08-31	QTYT01	53	77.32	6.48
GCF_003462305.1	ASM346230v1	Coprobacillus sp. TM10-10		TM10-10					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-08-31	QTYT01	53	77.32	6.48
GCA_003481995.1	ASM348199v1	Lachnospiraceae bacterium OF09-33XD		OF09-33XD					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QUME01	110		
GCF_003481995.1	ASM348199v1	Lachnospiraceae bacterium OF09-33XD		OF09-33XD					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QUME01	110		
GCA_003460825.1	ASM346082v1	Ruminococcus sp. AM49-10BH		AM49-10BH					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2018-08-31	QTVX01		85.35	0.76
GCF_003460825.1	ASM346082v1	Ruminococcus sp. AM49-10BH		AM49-10BH					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2018-08-31	QTVX01		85.35	0.76
GCA_003474665.1	ASM347466v1	Ruminococcus sp. AF37-6AT		AF37-6AT					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QROR01	93	99.19	3.86
GCF_003474665.1	ASM347466v1	Ruminococcus sp. AF37-6AT		AF37-6AT					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QROR01	93	99.19	3.86
GCA_003477985.1	ASM347798v1	Ruminococcus sp. AF31-16BH		AF31-16BH					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QUEK01	83	99.19	4.27
GCF_003477985.1	ASM347798v1	Ruminococcus sp. AF31-16BH		AF31-16BH					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QUEK01	83	99.19	4.27
GCA_003603875.1	ASM360387v1	Subdoligranulum sp. TF05-17AC		TF05-17AC					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-10-01	QVHL01	94	98.76	0.31
GCF_003603875.1	ASM360387v1	Subdoligranulum sp. TF05-17AC		TF05-17AC					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-10-01	QVHL01	94	98.76	0.31
GCA_003473905.1	ASM347390v1	Ruminococcus sp. AM12-48		AM12-48					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QUDA01	87		
GCF_003473905.1	ASM347390v1	Ruminococcus sp. AM12-48		AM12-48					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QUDA01	87		
GCA_003464865.1	ASM346486v1	Ruminococcus sp. AF13-37		AF13-37					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QRZX01	110	98.88	4.72
GCF_003464865.1	ASM346486v1	Ruminococcus sp. AF13-37		AF13-37					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QRZX01	110	98.88	4.72
GCA_003462285.1	ASM346228v1	Bacteroides sp. AM25-34		AM25-34					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-08-31	QTYS01	71	100	
GCF_003462285.1	ASM346228v1	Bacteroides sp. AM25-34		AM25-34					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-08-31	QTYS01	71	100	
GCA_003481585.1	ASM348158v1	Clostridium sp. OM07-9AC		OM07-9AC					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QUKY01	89	79.67	1.24
GCF_003481585.1	ASM348158v1	Clostridium sp. OM07-9AC		OM07-9AC					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QUKY01	89	79.67	1.24
GCA_003473655.1	ASM347365v1	Coprobacillus sp. AM23-2		AM23-2					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QUCH01	59	77.45	5.95
GCF_003473655.1	ASM347365v1	Coprobacillus sp. AM23-2		AM23-2					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QUCH01	59	77.45	5.95
GCA_003480495.1	ASM348049v1	Ruminococcus sp. AM29-26		AM29-26					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QUJE01	123	98.88	5.48
GCF_003480495.1	ASM348049v1	Ruminococcus sp. AM29-26		AM29-26					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QUJE01	123	98.88	5.48
GCA_003479745.1	ASM347974v1	Butyricicoccus sp. AF10-3		AF10-3					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2018-09-06	QUHS01		93.1	1.17
GCF_003479745.1	ASM347974v1	Butyricicoccus sp. AF10-3		AF10-3					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2018-09-06	QUHS01		93.1	1.17
GCA_003480585.1	ASM348058v1	Coprobacillus sp. AM29-13		AM29-13					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QUJG01	61	77.67	7.48
GCF_003480585.1	ASM348058v1	Coprobacillus sp. AM29-13		AM29-13					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QUJG01	61	77.67	7.48
GCA_003462265.1	ASM346226v1	Coprobacillus sp. AM26-5AC		AM26-5AC					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-08-31	QTYR01	71	77.75	7.55
GCF_003462265.1	ASM346226v1	Coprobacillus sp. AM26-5AC		AM26-5AC					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-08-31	QTYR01	71	77.75	7.55
GCA_003478685.1	ASM347868v1	Firmicutes bacterium AF22-6AC		AF22-6AC					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QUFW01	68		
GCF_003478685.1	ASM347868v1	Firmicutes bacterium AF22-6AC		AF22-6AC					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QUFW01	68		
GCA_003480485.1	ASM348048v1	Butyricicoccus sp. AM29-23AC		AM29-23AC					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QUJF01	115	73.7	3.88
GCF_003480485.1	ASM348048v1	Butyricicoccus sp. AM29-23AC		AM29-23AC					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QUJF01	115	73.7	3.88
GCA_003461775.1	ASM346177v1	Ruminococcus sp. AM47-2BH		AM47-2BH					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-08-31	QTXT01	70	87.07	0.52
GCF_003461775.1	ASM346177v1	Ruminococcus sp. AM47-2BH		AM47-2BH					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-08-31	QTXT01	70	87.07	0.52
GCA_003459845.1	ASM345984v1	Coprobacillus sp. AF18-40		AF18-40					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-05	QRWY01	56	77.15	5.39
GCF_003459845.1	ASM345984v1	Coprobacillus sp. AF18-40		AF18-40					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-05	QRWY01	56	77.15	5.39
GCA_003479045.1	ASM347904v1	Coprobacillus sp. AF19-3		AF19-3					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QUGK01	68	77.67	7.48
GCF_003479045.1	ASM347904v1	Coprobacillus sp. AF19-3		AF19-3					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QUGK01	68	77.67	7.48
GCA_003479575.1	ASM347957v1	Coprobacillus sp. AF13-15		AF13-15					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QUHO01	94	78.26	8
GCF_003479575.1	ASM347957v1	Coprobacillus sp. AF13-15		AF13-15					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QUHO01	94	78.26	8
GCA_003603205.1	ASM360320v1	Eubacterium sp. AF18-3		AF18-3					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-10-01	QVGV01	101	98.59	0.64
GCF_003603205.1	ASM360320v1	Eubacterium sp. AF18-3		AF18-3					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-10-01	QVGV01	101	98.59	0.64
GCA_003481625.1	ASM348162v1	Ruminococcus sp. OM05-7		OM05-7					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QULG01	107		
GCF_003481625.1	ASM348162v1	Ruminococcus sp. OM05-7		OM05-7					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QULG01	107		
GCA_003480825.1	ASM348082v1	Lachnospiraceae bacterium AM25-27		AM25-27					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QUJY01	57		
GCF_003480825.1	ASM348082v1	Lachnospiraceae bacterium AM25-27		AM25-27					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QUJY01	57		
GCA_003438285.1	ASM343828v1	Butyricicoccus sp. OM06-6AC		OM06-6AC					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2018-08-31	QSTS01		90.03	0.88
GCF_003438285.1	ASM343828v1	Butyricicoccus sp. OM06-6AC		OM06-6AC					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2018-08-31	QSTS01		90.03	0.88
GCA_003464235.1	ASM346423v1	Sutterella sp. AF15-44LB		AF15-44LB					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QRYK01	76	75.72	9.41
GCF_003464235.1	ASM346423v1	Sutterella sp. AF15-44LB		AF15-44LB					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QRYK01	76	75.72	9.41
GCA_003434585.1	ASM343458v1	Subdoligranulum sp. AM23-21AC		AM23-21AC					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-08-31	QVGK01	109	98.76	0.62
GCF_003434585.1	ASM343458v1	Subdoligranulum sp. AM23-21AC		AM23-21AC					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-08-31	QVGK01	109	98.76	0.62
